Tue Dec  6 22:24:17 2022    profile.o

         146142480 function calls (141306574 primitive calls) in 213.205 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 unit_normalization.py:28(UnitNormalization)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:363(_CurrentDistributionContext)
        1    0.000    0.000    0.000    0.000 indexing.py:2203(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 instructions.py:866(PythonVMVariable)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3218(EqualOptionsT)
        1    0.000    0.000    0.000    0.000 immutable_dict.py:23(ImmutableDict)
        1    0.000    0.000    0.000    0.000 _interface.py:507(_CustomLinearOperator)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6108(NegOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8528(ScatterNdOptionsT)
        1    0.000    0.000    0.000    0.000 _pep440.py:135(_BaseVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:543(maxdict)
        1    0.000    0.000    0.000    0.000 glow.py:608(GlowBlock)
        1    0.000    0.000    0.000    0.000 image_preprocessing.py:444(RandomCrop)
        1    0.000    0.000    0.000    0.000 _output.py:78(DirectoryOutput)
        1    0.000    0.000    0.000    0.000 langturkishmodel.py:36(<module>)
        1    0.000    0.000    0.000    0.000 csvs.py:134(_initialize_quotechar)
        3    0.000    0.000    0.000    0.000 strategy_combinations.py:50(_version_chooser)
        1    0.000    0.000    0.000    0.000 input_lib.py:1954(MultiStepContext)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4676(ZipDataset)
        2    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        5    0.000    0.000    0.000    0.000 sample_stats.py:46(ac_decorator)
        1    0.000    0.000    0.000    0.000 additive_attention.py:28(AdditiveAttention)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:589(SingleWorkerTestBaseEager)
        1    0.000    0.000    0.000    0.000 tpu_embedding_v2.py:60(TPUEmbeddingVariable)
        1    0.000    0.000    0.000    0.000 transformer.py:474(CodeGenerator)
        1    0.000    0.000    0.000    0.000 layers.py:300(Lambda)
        1    0.000    0.000    0.000    0.000 cropping1d.py:26(Cropping1D)
        1    0.000    0.000    0.000    0.000 _flag.py:447(MultiEnumClassFlag)
        1    0.000    0.000    0.000    0.000 polar.py:260(ThetaTick)
        1    0.000    0.000    0.000    0.000 indexing.py:287(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 distribution_layer.py:898(IndependentNormal)
        3    0.000    0.000    0.000    0.000 mock.py:279(__init__)
        1    0.000    0.000    0.000    0.000 general_name.py:242(DirectoryName)
        1    0.000    0.000    0.000    0.000 profiling.py:20(ProfileDatum)
        1    0.000    0.000    0.000    0.000 test_util.py:1980(CapturedWrites)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:154(NeverTriggerTimer)
        1    0.000    0.000    0.000    0.000 more.py:2874(run_length)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6986(PadV2OptionsT)
        1    0.000    0.000    0.000    0.000 algorithms.py:1244(SelectNFrame)
        5    0.000    0.000    0.000    0.000 automatic_structured_vi.py:108(_asvi_surrogate_rule)
        1    0.000    0.000    0.000    0.000 interfaces.py:64(CMACBackend)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:317(EnumParser)
        1    0.000    0.000    0.000    0.000 _matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:2046(MapStagingArea)
        1    0.000    0.000    0.000    0.000 __init__.py:51(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 api.py:91(_ErrorMetadata)
        1    0.000    0.000    0.000    0.000 base.py:98(WeakTrackableReference)
        1    0.000    0.000    0.000    0.000 argparse.py:2118(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 common.py:1026(_BytesIOWrapper)
        4    0.000    0.000    0.000    0.000 check_ops.py:93(_unary_assert_doc)
        1    0.000    0.000    0.000    0.000 string_lookup.py:26(StringLookup)
        1    0.000    0.000    0.000    0.000 utils.py:54(_Deprecate)
        1    0.000    0.000    0.000    0.000 convolutional_layers_v2.py:38(ConvolutionV2)
        5    0.000    0.000    0.000    0.000 css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 adagrad.py:26(Adagrad)
        1    0.000    0.000    0.000    0.000 rmsprop.py:25(RMSprop)
        1    0.000    0.000    0.000    0.000 feature_column.py:503(_TPUSharedEmbeddingColumn)
        1    0.000    0.000    0.000    0.000 ops.py:123(_UserDeviceSpec)
        2    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        1    0.000    0.000    0.000    0.000 distance.py:1680(CDistWeightedMetricWrapper)
        2    0.000    0.000    0.000    0.000 example_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 poolmanager.py:372(ProxyManager)
        1    0.000    0.000    0.000    0.000 more.py:2702(run_length)
        1    0.000    0.000    0.000    0.000 transforms.py:2699(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 distance.py:1731(PDistWeightedMetricWrapper)
        1    0.000    0.000    0.000    0.000 base_global_pooling3d.py:24(GlobalPooling3D)
        1    0.000    0.000    0.000    0.000 tpu_function.py:25(__init__)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:37(<module>)
        1    0.000    0.000    0.000    0.000 extension_type.py:1014(AnonymousExtensionTypeSpec)
        1    0.000    0.000    0.000    0.000 auto_composite_tensor.py:472(AutoCompositeTensor)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4915(LessEqualOptionsT)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        2    0.000    0.000    0.000    0.000 markers.py:69(Variable)
        1    0.000    0.000    0.000    0.000 adamax.py:25(Adamax)
        1    0.000    0.000    0.000    0.000 adamw.py:25(AdamW)
        1    0.000    0.000    0.000    0.000 parameterized.py:266(_ParameterizedTestIter)
        1    0.000    0.000    0.000    0.000 minidom.py:642(__init__)
        1    0.000    0.000    0.000    0.000 category_encoding.py:35(CategoryEncoding)
        1    0.000    0.000    0.000    0.000 auth.py:108(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 convolutional_layers_v2.py:201(ConvolutionVariationalReparameterizationV2)
        1    0.000    0.000    0.000    0.000 image_preprocessing.py:1367(RandomContrast)
        1    0.000    0.000    0.000    0.000 encoder.py:372(_VarintEncoder)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 mirrored_strategy.py:293(MirroredStrategyV1)
        1    0.000    0.000    0.000    0.000 core.py:896(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 _pep440.py:77(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:167(XlsxWriter)
        1    0.000    0.000    0.000    0.000 monitoring.py:204(IntGaugeCell)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:10107(StridedSliceOptionsT)
        1    0.000    0.000    0.000    0.000 group.py:617(SoftLink)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 nn_ops.py:285(_NonAtrousConvolution)
        1    0.000    0.000    0.000    0.000 extension_type.py:478(_tf_extension_type_fields)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:4579(SparseTensorSliceDataset)
        1    0.000    0.000    0.000    0.000 tape.py:31(Tape)
        1    0.000    0.000    0.000    0.000 testing.py:20(reset_pyparsing_context)
        1    0.000    0.000    0.000    0.000 mock.py:277(_SentinelObject)
        1    0.000    0.000    0.000    0.000 keras_tensor.py:395(SparseKerasTensor)
        1    0.000    0.000    0.000    0.000 context.py:1514(_import_config)
        1    0.000    0.000    0.000    0.000 _json.py:190(SeriesWriter)
        4    0.000    0.000    0.000    0.000 sample.py:37(_make_summary_statistic)
        1    0.000    0.000    0.000    0.000 version.py:45(Version)
        1    0.000    0.000    0.000    0.000 _multivariate.py:4663(multivariate_hypergeom_frozen)
        1    0.000    0.000    0.000    0.000 _fitpack2.py:986(BivariateSpline)
        1    0.000    0.000    0.000    0.000 plistlib.py:569(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 object_identity.py:72(_WeakObjectIdentityWrapper)
        1    0.000    0.000    0.000    0.000 base_global_pooling2d.py:24(GlobalPooling2D)
        1    0.000    0.000    0.000    0.000 base_metric.py:401(Reduce)
        1    0.000    0.000    0.000    0.000 pooling.py:311(Pooling2D)
        1    0.000    0.000    0.000    0.000 xla.py:558(_CapturedObject)
        4    0.000    0.000    0.000    0.000 pyopenssl.py:103(<genexpr>)
        1    0.000    0.000    0.000    0.000 io.py:198(_LoadDataset)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3603(FloorModOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:370(AssignVariableOptionsT)
        1    0.000    0.000    0.000    0.000 test_util.py:3928(TestDelta)
        1    0.000    0.000    0.000    0.000 interfaces.py:79(PBKDF2HMACBackend)
        1    0.000    0.000    0.000    0.000 context.py:394(_TensorCacheDeleter)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 Image.py:440(_E)
        1    0.000    0.000    0.000    0.000 __init__.py:361(Context)
        1    0.000    0.000    0.000    0.000 base_pooling2d.py:25(Pooling2D)
        1    0.000    0.000    0.000    0.000 command_parser.py:29(Interval)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:182(EnqueueData)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:206(VersionAwareLayers)
        1    0.000    0.000    0.000    0.000 readers.py:1147(SqlDatasetV2)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 generic.py:99(NamedAgg)
        1    0.000    0.000    0.000    0.000 permute.py:27(Permute)
        1    0.000    0.000    0.000    0.000 base_depthwise_conv.py:26(DepthwiseConv)
        1    0.000    0.000    0.000    0.000 dynamic_ragged_shape.py:1458(_GatherLayerBroadcaster)
        1    0.000    0.000    0.000    0.000 instructions.py:210(Module)
        1    0.000    0.000    0.000    0.000 selections.py:307(FancySelection)
        1    0.000    0.000    0.000    0.000 metrics.py:1707(SpecificityAtSensitivity)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1411(SparseConditionalAccumulator)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        3    0.000    0.000    0.000    0.000 expr.py:273(disallow)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:460(EnumClassListSerializer)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9601(SparsityParametersT)
        1    0.000    0.000    0.000    0.000 unix_events.py:1341(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 layer_serialization.py:142(RNNSavedModelSaver)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:878(LossScaleOptimizerV1)
        1    0.000    0.000    0.000    0.000 unix_events.py:948(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 c_api_util.py:73(ScopedTFImportGraphDefResults)
        1    0.000    0.000    0.000    0.000 <decorator-gen-385>:1(<module>)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:1990(ConcatenationOptionsT)
        1    0.000    0.000    0.000    0.000 training_distributed_v1.py:574(DistributionSingleWorkerTrainingLoop)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        6    0.000    0.000    0.000    0.000 dtypes.py:123(as_numpy_dtype)
        1    0.000    0.000    0.000    0.000 tf_should_use.py:28(_TFShouldUseHelper)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RegisterFallbackExceptionClass}
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 __init__.py:783(Grouper)
        1    0.000    0.000    0.000    0.000 __init__.py:382(path)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8107(ResizeBilinearOptionsT)
        1    0.000    0.000    0.000    0.000 up_sampling1d.py:26(UpSampling1D)
        1    0.000    0.000    0.000    0.000 generic_utils.py:818(Progbar)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:15(TMonitor)
        1    0.000    0.000    0.000    0.000 up_sampling3d.py:27(UpSampling3D)
        1    0.000    0.000    0.000    0.000 _util.py:410(MapWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:788(AttributeWrapper)
        2    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 training_utils_v1.py:404(OutputsAggregator)
        1    0.000    0.000    0.000    0.000 tensor_list.py:39(TensorList)
        1    0.000    0.000    0.000    0.000 _flagvalues.py:602(__contains__)
        1    0.000    0.000    0.000    0.000 dates.py:1236(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:992(BufferT)
        1    0.000    0.000    0.000    0.000 affine_layers.py:39(Affine)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1557(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 base_layer.py:3354(AddMetric)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6222(NonMaxSuppressionV5OptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4344(HashtableSizeOptionsT)
        1    0.000    0.000    0.000    0.000 ed25519.py:77(_Ed25519PrivateKey)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1351(_CoordinatedSession)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4084(HardSwishOptionsT)
        1    0.000    0.000    0.000    0.000 cache_util.py:76(HashableWeakRef)
        1    0.000    0.000    0.000    0.000 _internal.py:205(dummy_ctype)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6587(OperatorT)
        1    0.000    0.000    0.000    0.000 algorithms.py:119(IDEA)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 array_manager.py:1323(NullArrayProxy)
        1    0.000    0.000    0.000    0.000 base.py:1650(name)
        1    0.000    0.000    0.000    0.000 numpy_vspaces.py:29(ComplexArrayVSpace)
        1    0.000    0.000    0.000    0.000 method_name_updater.py:30(MethodNameUpdater)
        1    0.000    0.000    0.000    0.000 metrics.py:453(Sum)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 core.py:6742(_frommethod)
        1    0.000    0.000    0.000    0.000 config.py:77(RegisteredOption)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:10452(SubOptionsT)
        1    0.000    0.000    0.000    0.000 depends.py:161(_update_globals)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 dates.py:1088(DateLocator)
        1    0.000    0.000    0.000    0.000 convolutional_transpose_layers.py:38(ConvolutionTranspose)
        1    0.000    0.000    0.000    0.000 ed448.py:80(_Ed448PrivateKey)
        2    0.000    0.000    0.000    0.000 context.py:128(__init__)
        1    0.000    0.000    0.000    0.000 stata.py:653(StataValueLabel)
        1    0.000    0.000    0.000    0.000 mlab.py:834(GaussianKDE)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:239(BFGS)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9176(SliceOptionsT)
        1    0.000    0.000    0.000    0.000 request.py:2399(ftpwrapper)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:795(BroadcastToOptionsT)
        2    0.000    0.000    0.000    0.000 traceable_stack.py:105(peek_top_obj)
        1    0.000    0.000    0.000    0.000 flatten.py:30(Flatten)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6929(PadOptionsT)
        1    0.000    0.000    0.000    0.000 data_utils.py:812(GeneratorEnqueuer)
        1    0.000    0.000    0.000    0.000 grpc_wrapper.py:65(GrpcDebugWrapperSession)
        1    0.000    0.000    0.000    0.000 tokenize.py:612(generate_tokens)
        1    0.000    0.000    0.000    0.000 export_output.py:173(RegressionOutput)
        2    0.000    0.000    0.000    0.000 distribution.py:227(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:7205(QuantizationDetails)
        1    0.000    0.000    0.000    0.000 losses.py:1985(CosineSimilarity)
        1    0.000    0.000    0.000    0.000 __init__.py:501(PathDistribution)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:237(iTXt)
        1    0.000    0.000    0.000    0.000 __init__.py:2147(NullHandler)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.000    0.000 activation.py:23(Activation)
        1    0.000    0.000    0.000    0.000 pywrap_tensorflow.py:168(PyRecordReader_New)
        6    0.000    0.000    0.000    0.000 crypto.py:627(_cmp)
        1    0.000    0.000    0.000    0.000 api.py:145(StackTraceMapper)
        1    0.000    0.000    0.000    0.000 unexported_constants.py:15(<module>)
        1    0.000    0.000    0.000    0.000 training_distributed_v1.py:568(DistributionSingleWorkerTrainingLoop)
        1    0.000    0.000    0.000    0.000 data_adapter.py:1340(_ClusterCoordinatorDataHandler)
        1    0.000    0.000    0.000    0.000 sgd.py:25(SGD)
        1    0.000    0.000    0.000    0.000 _qmc.py:1631(MultinomialQMC)
        4    0.000    0.000    0.000    0.000 tf_op_layer.py:524(__init__)
        1    0.000    0.000    0.000    0.000 layer_serialization.py:141(RNNSavedModelSaver)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3094(DynamicUpdateSliceOptionsT)
        1    0.000    0.000    0.000    0.000 partial_batch_padding_handler.py:26(PartialBatchPaddingHandler)
        1    0.000    0.000    0.000    0.000 backend_managers.py:14(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 _json.py:205(FrameWriter)
        4    0.000    0.000    0.000    0.000 distribute_lib.py:47(_make_reduce_op)
        1    0.000    0.000    0.000    0.000 adapters.py:55(BaseAdapter)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:3563(_DefaultDistributionStrategyV1)
        1    0.000    0.000    0.000    0.000 cache.py:22(_TransformedFnCache)
        1    0.000    0.000    0.000    0.000 distribution_layer.py:1386(MixtureSameFamily)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:5061(LocalResponseNormalizationOptionsT)
        1    0.000    0.000    0.000    0.000 summary_ops_v2.py:403(_LegacyResourceSummaryWriter)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        1    0.000    0.000    0.000    0.000 merge.py:1610(_OrderedMerge)
        1    0.000    0.000    0.000    0.000 general_name.py:53(GeneralName)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:64(RankFilter)
        1    0.000    0.000    0.000    0.000 base_pooling3d.py:25(Pooling3D)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9241(SoftmaxOptionsT)
        1    0.000    0.000    0.000    0.000 basic_session_run_hooks.py:761(NanTensorHook)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
        1    0.000    0.000    0.000    0.000 getopt.py:43(GetoptError)
        1    0.000    0.000    0.000    0.000 offsetbox.py:460(HPacker)
        1    0.000    0.000    0.000    0.000 __init__.py:902(__init__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3571(ShowBase)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:733(_Process)
        1    0.000    0.000    0.000    0.000 builtins.py:23(SequenceBox)
        1    0.000    0.000    0.000    0.000 core.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:504(AddressList)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9365(SpaceToDepthOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3421(FakeQuantOptionsT)
        1    0.000    0.000    0.000    0.000 hooks.py:3(<module>)
        1    0.000    0.000    0.000    0.000 error_utils.py:150(ErrorMetadataBase)
        1    0.000    0.000    0.000    0.000 langevin.py:235(RandomWalkBarker)
        1    0.000    0.000    0.000    0.000 generic_utils.py:51(CustomObjectScope)
        1    0.000    0.000    0.000    0.000 mock.py:2403(__init__)
        1    0.000    0.000    0.000    0.000 pytables.py:517(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 dviread.py:606(Vf)
        2    0.000    0.000    0.000    0.000 __init__.py:443(install_aliases)
        1    0.000    0.000    0.000    0.000 data.py:538(DSGamma)
        1    0.000    0.000    0.000    0.000 dense_attention.py:220(Attention)
        1    0.000    0.000    0.000    0.000 python_parser.py:1243(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 function_cache.py:28(FunctionContext)
        1    0.000    0.000    0.000    0.000 type_spec.py:671(LegacyTypeSpecBatchEncoder)
        1    0.000    0.000    0.000    0.000 pfor.py:998(RegisterPForWithArgs)
        1    0.000    0.000    0.000    0.000 saveable_object_util.py:440(RestoredSaveableObject)
        1    0.000    0.000    0.000    0.000 kernel.py:42(RBF)
        1    0.000    0.000    0.000    0.000 data_flow_ops.py:1820(StagingArea)
        1    0.000    0.000    0.000    0.000 function.py:36(CompatValidator)
       10    0.000    0.000    0.000    0.000 SSL.py:641(_requires_decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(FileHandler)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
        1    0.000    0.000    0.000    0.000 cell_wrappers.py:409(ResidualWrapper)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4279(HashtableOptionsT)
        1    0.000    0.000    0.000    0.000 x25519.py:79(_X25519PrivateKey)
        1    0.000    0.000    0.000    0.000 instructions.py:194(TensorType)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:218(_NamedTupleCodec)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:1879(ConcatEmbeddingsOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:2493(CustomQuantizationT)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2049(_OptimizerHandler)
        5    0.000    0.000    0.000    0.000 datetime.py:441(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 export_output.py:219(PredictOutput)
        1    0.000    0.000    0.000    0.000 __init__.py:1194(_StderrHandler)
        1    0.000    0.000    0.000    0.000 datetime.py:1141(tzinfo)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:5146(PaddedBatchDataset)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:5625(_RestructuredDataset)
        1    0.000    0.000    0.000    0.000 saveable_object_util.py:515(TrackableSaveable)
        1    0.000    0.000    0.000    0.000 revived_types.py:22(VersionedTypeRegistration)
        1    0.000    0.000    0.000    0.000 _mathtext.py:954(FontConstantsBase)
        1    0.000    0.000    0.000    0.000 image_preprocessing.py:141(CenterCrop)
        1    0.000    0.000    0.000    0.000 collective_util.py:50(_OptionsExported)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:290(VectorFunction)
        1    0.000    0.000    0.000    0.000 zero_padding3d.py:27(ZeroPadding3D)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:31(_UnwrapPreventer)
        1    0.000    0.000    0.000    0.000 base.py:698(RevokedCertificateBuilder)
        1    0.000    0.000    0.000    0.000 core.py:239(SpatialDropout1D)
        1    0.000    0.000    0.000    0.000 metrics.py:1799(PrecisionAtRecall)
        1    0.000    0.000    0.000    0.000 __init__.py:857(legacy_normalize)
        1    0.000    0.000    0.000    0.000 function.py:41(Defun)
        1    0.000    0.000    0.000    0.000 function.py:1242(_FirstOrderTapeGradientFunctions)
        1    0.000    0.000    0.000    0.000 dates.py:1900(_SwitchableDateConverter)
        1    0.000    0.000    0.000    0.000 data_utils.py:679(OrderedEnqueuer)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:301(LossScaleOptimizerMetaclass)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:35(_ArgumentParserCache)
        1    0.000    0.000    0.000    0.000 patches.py:2358(LArrow)
        1    0.000    0.000    0.000    0.000 image_preprocessing.py:596(RandomFlip)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:72(InputError)
        4    0.000    0.000    0.000    0.000 core.py:6436(__has_singleton)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:988(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 instructions.py:433(Function)
        1    0.000    0.000    0.000    0.000 origin_info.py:42(Location)
        1    0.000    0.000    0.000    0.000 tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:516(BatchToSpaceNDOptionsT)
        2    0.000    0.000    0.000    0.000 functools.py:190(_special_method_cache)
        1    0.000    0.000    0.000    0.000 _compat.py:45(NullFinder)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 parquet.py:146(PyArrowImpl)
        1    0.000    0.000    0.000    0.000 cropping3d.py:26(Cropping3D)
        1    0.000    0.000    0.000    0.000 zero_padding1d.py:27(ZeroPadding1D)
        1    0.000    0.000    0.000    0.000 events.py:572(AbstractEventLoopPolicy)
        2    0.000    0.000    0.000    0.000 context.py:1481(<listcomp>)
        1    0.000    0.000    0.000    0.000 ag_ctx.py:61(ControlStatusCtx)
        8    0.000    0.000    0.000    0.000 _pep440.py:70(__neg__)
        1    0.000    0.000    0.000    0.000 __init__.py:34(DummyProcess)
        1    0.000    0.000    0.000    0.000 configparser.py:168(Error)
        1    0.000    0.000    0.000    0.000 callbacks.py:1917(LearningRateScheduler)
        1    0.000    0.000    0.000    0.000 ElementTree.py:492(QName)
        2    0.000    0.000    0.000    0.000 tensor_shape.py:871(__bool__)
        1    0.000    0.000    0.000    0.000 cache_util.py:53(ObjectIdentityWrapper)
        1    0.000    0.000    0.000    0.000 minidom.py:1175(Comment)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:251(RotationSpline)
        1    0.000    0.000    0.000    0.000 parsing_config.py:297(FixedLenFeature)
        1    0.000    0.000    0.000    0.000 function.py:294(_EagerDefinedFunctionDeleter)
        1    0.000    0.000    0.000    0.000 decoder.py:350(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 scale_matvec_linear_operator.py:148(ScaleMatvecLinearOperatorBlock)
        1    0.000    0.000    0.000    0.000 instructions.py:490(FunctionCallOp)
        1    0.000    0.000    0.000    0.000 threading.py:258(_acquire_restore)
        1    0.000    0.000    0.000    0.000 activity_regularization.py:23(ActivityRegularization)
        1    0.000    0.000    0.000    0.000 callbacks.py:1139(History)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:46(_UnwrapPreventer)
        1    0.000    0.000    0.000    0.000 {method 'gc' of 'CompiledFFI' objects}
        1    0.000    0.000    0.000    0.000 resource.py:291(RestoredResource)
        1    0.000    0.000    0.000    0.000 decorators.py:108(_BoundAdapterWrapper)
        5    0.000    0.000    0.000    0.000 {built-in method h5py.h5.get_config}
        1    0.000    0.000    0.000    0.000 pool.py:742(ApplyResult)
