n,ksd,var_est,seed,type
3000,0.14762866,2.9754087e-06,10,off-target
3000,0.0024299135,13113.077,10,target
3000,0.15676455,8.3568494e-07,11,off-target
3000,0.0022198677,3.5684057e-05,11,target
3000,0.15418668,3.076956e-07,12,off-target
3000,0.0011519097,1.3228686e-07,12,target
3000,0.16096915,1.4707445e-06,13,off-target
3000,0.00087785075,634985.6,13,target
3000,0.14410609,1.2747923e-06,14,off-target
3000,0.0013086154,1.8039607e-08,14,target
3000,0.15309268,8.8570323e-07,15,off-target
3000,0.002514681,4.4079644e-07,15,target
3000,0.14808868,6.046308e-06,16,off-target
3000,0.0017392252,0.0028747942,16,target
3000,0.14423192,1.3850554e-05,17,off-target
3000,0.0004911723,15.803177,17,target
3000,0.13530311,4.2666065e-06,18,off-target
3000,0.0011567607,194770.06,18,target
3000,0.15419376,4.1049793e-06,19,off-target
3000,0.00050727,47.711212,19,target
